"id","aluno","materia","professor","data","dificuldade","nota","status"
886,"Aluno 178","Matéria 7","Professor 10","2025-03-13","Médio","79.42","Aprovado"
887,"Aluno 178","Matéria 8","Professor 2","2025-03-13","Fácil","61.05","Reprovado"
888,"Aluno 178","Matéria 3","Professor 10","2025-03-13","Difícil","24.89","Reprovado"
889,"Aluno 178","Matéria 3","Professor 3","2025-03-13","Difícil","99.22","Aprovado"
890,"Aluno 178","Matéria 5","Professor 3","2025-03-13","Difícil","84.55","Aprovado"
891,"Aluno 179","Matéria 4","Professor 9","2025-03-13","Difícil","99.98","Aprovado"
892,"Aluno 179","Matéria 4","Professor 3","2025-03-13","Difícil","3.31","Reprovado"
893,"Aluno 179","Matéria 3","Professor 2","2025-03-13","Difícil","3.63","Reprovado"
894,"Aluno 179","Matéria 3","Professor 4","2025-03-13","Médio","6.40","Reprovado"
895,"Aluno 179","Matéria 9","Professor 1","2025-03-13","Fácil","40.64","Reprovado"
896,"Aluno 180","Matéria 10","Professor 6","2025-03-13","Fácil","97.69","Aprovado"
897,"Aluno 180","Matéria 5","Professor 3","2025-03-13","Difícil","37.50","Reprovado"
898,"Aluno 180","Matéria 2","Professor 4","2025-03-13","Difícil","74.06","Aprovado"
899,"Aluno 180","Matéria 10","Professor 4","2025-03-13","Difícil","66.43","Reprovado"
900,"Aluno 180","Matéria 5","Professor 9","2025-03-13","Difícil","35.59","Reprovado"
901,"Aluno 181","Matéria 1","Professor 7","2025-03-13","Médio","45.47","Reprovado"
902,"Aluno 181","Matéria 9","Professor 4","2025-03-13","Difícil","82.19","Aprovado"
903,"Aluno 181","Matéria 5","Professor 1","2025-03-13","Médio","84.15","Aprovado"
904,"Aluno 181","Matéria 10","Professor 6","2025-03-13","Difícil","4.67","Reprovado"
905,"Aluno 181","Matéria 8","Professor 5","2025-03-13","Médio","38.34","Reprovado"
906,"Aluno 182","Matéria 7","Professor 2","2025-03-13","Médio","28.58","Reprovado"
907,"Aluno 182","Matéria 8","Professor 4","2025-03-13","Difícil","17.59","Reprovado"
908,"Aluno 182","Matéria 1","Professor 10","2025-03-13","Médio","27.14","Reprovado"
909,"Aluno 182","Matéria 3","Professor 4","2025-03-13","Fácil","12.86","Reprovado"
910,"Aluno 182","Matéria 2","Professor 5","2025-03-13","Fácil","42.14","Reprovado"
911,"Aluno 183","Matéria 9","Professor 1","2025-03-13","Médio","75.44","Aprovado"
912,"Aluno 183","Matéria 1","Professor 6","2025-03-13","Difícil","15.82","Reprovado"
913,"Aluno 183","Matéria 3","Professor 5","2025-03-13","Médio","57.87","Reprovado"
914,"Aluno 183","Matéria 7","Professor 2","2025-03-13","Difícil","74.03","Aprovado"
915,"Aluno 183","Matéria 3","Professor 9","2025-03-13","Difícil","31.77","Reprovado"
916,"Aluno 184","Matéria 5","Professor 7","2025-03-13","Difícil","51.84","Reprovado"
917,"Aluno 184","Matéria 9","Professor 9","2025-03-13","Médio","76.05","Aprovado"
918,"Aluno 184","Matéria 7","Professor 3","2025-03-13","Difícil","65.52","Reprovado"
919,"Aluno 184","Matéria 8","Professor 10","2025-03-13","Fácil","86.30","Aprovado"
920,"Aluno 184","Matéria 9","Professor 4","2025-03-13","Fácil","62.75","Reprovado"
921,"Aluno 185","Matéria 5","Professor 6","2025-03-13","Fácil","36.11","Reprovado"
922,"Aluno 185","Matéria 3","Professor 6","2025-03-13","Difícil","40.03","Reprovado"
923,"Aluno 185","Matéria 10","Professor 7","2025-03-13","Médio","45.10","Reprovado"
924,"Aluno 185","Matéria 6","Professor 10","2025-03-13","Difícil","97.91","Aprovado"
925,"Aluno 185","Matéria 5","Professor 10","2025-03-13","Difícil","37.55","Reprovado"
926,"Aluno 186","Matéria 10","Professor 9","2025-03-13","Fácil","80.63","Aprovado"
927,"Aluno 186","Matéria 9","Professor 6","2025-03-13","Fácil","32.58","Reprovado"
928,"Aluno 186","Matéria 8","Professor 10","2025-03-13","Fácil","61.52","Reprovado"
929,"Aluno 186","Matéria 2","Professor 6","2025-03-13","Difícil","7.12","Reprovado"
930,"Aluno 186","Matéria 1","Professor 5","2025-03-13","Difícil","17.62","Reprovado"
931,"Aluno 187","Matéria 2","Professor 3","2025-03-13","Fácil","81.34","Aprovado"
932,"Aluno 187","Matéria 6","Professor 8","2025-03-13","Médio","81.05","Aprovado"
933,"Aluno 187","Matéria 10","Professor 7","2025-03-13","Fácil","80.23","Aprovado"
934,"Aluno 187","Matéria 10","Professor 6","2025-03-13","Difícil","51.27","Reprovado"
935,"Aluno 187","Matéria 8","Professor 1","2025-03-13","Fácil","85.77","Aprovado"
936,"Aluno 188","Matéria 7","Professor 4","2025-03-13","Fácil","74.35","Aprovado"
937,"Aluno 188","Matéria 4","Professor 1","2025-03-13","Médio","7.97","Reprovado"
938,"Aluno 188","Matéria 1","Professor 4","2025-03-13","Difícil","60.91","Reprovado"
939,"Aluno 188","Matéria 10","Professor 6","2025-03-13","Fácil","97.25","Aprovado"
940,"Aluno 188","Matéria 9","Professor 2","2025-03-13","Difícil","88.12","Aprovado"
941,"Aluno 189","Matéria 7","Professor 10","2025-03-13","Fácil","1.84","Reprovado"
942,"Aluno 189","Matéria 6","Professor 4","2025-03-13","Difícil","81.84","Aprovado"
943,"Aluno 189","Matéria 2","Professor 4","2025-03-13","Difícil","90.51","Aprovado"
944,"Aluno 189","Matéria 8","Professor 3","2025-03-13","Difícil","22.43","Reprovado"
945,"Aluno 189","Matéria 1","Professor 10","2025-03-13","Médio","64.65","Reprovado"
946,"Aluno 190","Matéria 10","Professor 1","2025-03-13","Fácil","75.45","Aprovado"
947,"Aluno 190","Matéria 7","Professor 3","2025-03-13","Difícil","97.40","Aprovado"
948,"Aluno 190","Matéria 3","Professor 6","2025-03-13","Médio","50.40","Reprovado"
949,"Aluno 190","Matéria 1","Professor 9","2025-03-13","Fácil","36.91","Reprovado"
950,"Aluno 190","Matéria 8","Professor 2","2025-03-13","Difícil","51.71","Reprovado"
951,"Aluno 191","Matéria 3","Professor 5","2025-03-13","Médio","92.29","Aprovado"
952,"Aluno 191","Matéria 3","Professor 1","2025-03-13","Fácil","82.63","Aprovado"
953,"Aluno 191","Matéria 6","Professor 4","2025-03-13","Difícil","83.76","Aprovado"
954,"Aluno 191","Matéria 6","Professor 2","2025-03-13","Fácil","44.10","Reprovado"
955,"Aluno 191","Matéria 5","Professor 9","2025-03-13","Difícil","36.39","Reprovado"
956,"Aluno 192","Matéria 5","Professor 9","2025-03-13","Fácil","33.26","Reprovado"
957,"Aluno 192","Matéria 8","Professor 7","2025-03-13","Fácil","24.96","Reprovado"
958,"Aluno 192","Matéria 5","Professor 5","2025-03-13","Médio","74.83","Aprovado"
959,"Aluno 192","Matéria 8","Professor 4","2025-03-13","Difícil","59.57","Reprovado"
960,"Aluno 192","Matéria 2","Professor 6","2025-03-13","Difícil","84.71","Aprovado"
961,"Aluno 193","Matéria 6","Professor 3","2025-03-13","Difícil","57.87","Reprovado"
962,"Aluno 193","Matéria 8","Professor 1","2025-03-13","Médio","24.10","Reprovado"
963,"Aluno 193","Matéria 2","Professor 9","2025-03-13","Difícil","50.81","Reprovado"
964,"Aluno 193","Matéria 9","Professor 4","2025-03-13","Difícil","14.56","Reprovado"
965,"Aluno 193","Matéria 8","Professor 7","2025-03-13","Médio","12.18","Reprovado"
966,"Aluno 194","Matéria 7","Professor 6","2025-03-13","Difícil","51.68","Reprovado"
967,"Aluno 194","Matéria 2","Professor 8","2025-03-13","Fácil","28.64","Reprovado"
968,"Aluno 194","Matéria 7","Professor 7","2025-03-13","Difícil","1.57","Reprovado"
969,"Aluno 194","Matéria 7","Professor 1","2025-03-13","Difícil","19.20","Reprovado"
970,"Aluno 194","Matéria 5","Professor 8","2025-03-13","Difícil","39.75","Reprovado"
971,"Aluno 195","Matéria 6","Professor 4","2025-03-13","Fácil","57.10","Reprovado"
972,"Aluno 195","Matéria 4","Professor 5","2025-03-13","Difícil","86.07","Aprovado"
973,"Aluno 195","Matéria 7","Professor 4","2025-03-13","Fácil","81.25","Aprovado"
974,"Aluno 195","Matéria 8","Professor 7","2025-03-13","Fácil","47.87","Reprovado"
975,"Aluno 195","Matéria 3","Professor 3","2025-03-13","Difícil","98.89","Aprovado"
976,"Aluno 196","Matéria 8","Professor 7","2025-03-13","Fácil","95.74","Aprovado"
977,"Aluno 196","Matéria 2","Professor 6","2025-03-13","Fácil","44.83","Reprovado"
978,"Aluno 196","Matéria 3","Professor 6","2025-03-13","Médio","16.22","Reprovado"
979,"Aluno 196","Matéria 5","Professor 10","2025-03-13","Difícil","94.82","Aprovado"
980,"Aluno 196","Matéria 8","Professor 1","2025-03-13","Médio","27.26","Reprovado"
981,"Aluno 197","Matéria 1","Professor 8","2025-03-13","Médio","22.16","Reprovado"
982,"Aluno 197","Matéria 8","Professor 1","2025-03-13","Médio","22.20","Reprovado"
983,"Aluno 197","Matéria 3","Professor 7","2025-03-13","Médio","95.10","Aprovado"
984,"Aluno 197","Matéria 7","Professor 9","2025-03-13","Difícil","69.14","Reprovado"
985,"Aluno 197","Matéria 4","Professor 3","2025-03-13","Fácil","83.12","Aprovado"
986,"Aluno 198","Matéria 8","Professor 2","2025-03-13","Médio","47.89","Reprovado"
987,"Aluno 198","Matéria 4","Professor 8","2025-03-13","Difícil","41.95","Reprovado"
988,"Aluno 198","Matéria 3","Professor 1","2025-03-13","Difícil","37.27","Reprovado"
989,"Aluno 198","Matéria 7","Professor 2","2025-03-13","Difícil","56.83","Reprovado"
990,"Aluno 198","Matéria 6","Professor 3","2025-03-13","Difícil","19.31","Reprovado"
991,"Aluno 199","Matéria 9","Professor 9","2025-03-13","Fácil","30.99","Reprovado"
992,"Aluno 199","Matéria 5","Professor 5","2025-03-13","Médio","87.90","Aprovado"
993,"Aluno 199","Matéria 4","Professor 1","2025-03-13","Fácil","14.40","Reprovado"
994,"Aluno 199","Matéria 9","Professor 10","2025-03-13","Médio","84.10","Aprovado"
995,"Aluno 199","Matéria 6","Professor 4","2025-03-13","Difícil","27.97","Reprovado"
996,"Aluno 200","Matéria 7","Professor 7","2025-03-13","Difícil","28.43","Reprovado"
997,"Aluno 200","Matéria 1","Professor 5","2025-03-13","Médio","6.33","Reprovado"
998,"Aluno 200","Matéria 6","Professor 6","2025-03-13","Fácil","1.70","Reprovado"
999,"Aluno 200","Matéria 7","Professor 4","2025-03-13","Fácil","37.04","Reprovado"
1000,"Aluno 200","Matéria 5","Professor 7","2025-03-13","Médio","43.10","Reprovado"
1001,"Aluno 201","Matéria 5","Professor 7","2025-03-13","Difícil","94.87","Aprovado"
1002,"Aluno 201","Matéria 2","Professor 1","2025-03-13","Médio","76.95","Aprovado"
1003,"Aluno 201","Matéria 6","Professor 10","2025-03-13","Fácil","38.09","Reprovado"
1004,"Aluno 201","Matéria 8","Professor 3","2025-03-13","Médio","14.09","Reprovado"
1005,"Aluno 201","Matéria 2","Professor 6","2025-03-13","Médio","28.15","Reprovado"
1006,"Aluno 202","Matéria 9","Professor 6","2025-03-13","Fácil","10.81","Reprovado"
1007,"Aluno 202","Matéria 3","Professor 7","2025-03-13","Médio","36.95","Reprovado"
1008,"Aluno 202","Matéria 4","Professor 1","2025-03-13","Médio","64.98","Reprovado"
1009,"Aluno 202","Matéria 9","Professor 1","2025-03-13","Difícil","98.44","Aprovado"
1010,"Aluno 202","Matéria 2","Professor 1","2025-03-13","Médio","59.27","Reprovado"
1011,"Aluno 203","Matéria 9","Professor 2","2025-03-13","Médio","73.90","Aprovado"
1012,"Aluno 203","Matéria 1","Professor 3","2025-03-13","Difícil","56.74","Reprovado"
1013,"Aluno 203","Matéria 4","Professor 7","2025-03-13","Médio","22.49","Reprovado"
1014,"Aluno 203","Matéria 7","Professor 2","2025-03-13","Fácil","66.86","Reprovado"
1015,"Aluno 203","Matéria 1","Professor 6","2025-03-13","Fácil","44.70","Reprovado"
1016,"Aluno 204","Matéria 3","Professor 6","2025-03-13","Médio","72.21","Aprovado"
1017,"Aluno 204","Matéria 2","Professor 5","2025-03-13","Fácil","75.41","Aprovado"
1018,"Aluno 204","Matéria 5","Professor 1","2025-03-13","Fácil","71.62","Aprovado"
1019,"Aluno 204","Matéria 3","Professor 2","2025-03-13","Fácil","98.80","Aprovado"
1020,"Aluno 204","Matéria 9","Professor 2","2025-03-13","Fácil","88.11","Aprovado"
1021,"Aluno 205","Matéria 9","Professor 9","2025-03-13","Difícil","39.04","Reprovado"
1022,"Aluno 205","Matéria 5","Professor 5","2025-03-13","Fácil","65.25","Reprovado"
1023,"Aluno 205","Matéria 6","Professor 1","2025-03-13","Fácil","29.21","Reprovado"
1024,"Aluno 205","Matéria 4","Professor 7","2025-03-13","Médio","35.48","Reprovado"
1025,"Aluno 205","Matéria 3","Professor 2","2025-03-13","Difícil","97.21","Aprovado"
1026,"Aluno 206","Matéria 9","Professor 3","2025-03-13","Difícil","73.65","Aprovado"
1027,"Aluno 206","Matéria 1","Professor 10","2025-03-13","Médio","78.87","Aprovado"
1028,"Aluno 206","Matéria 8","Professor 1","2025-03-13","Médio","76.74","Aprovado"
1029,"Aluno 206","Matéria 6","Professor 6","2025-03-13","Difícil","24.27","Reprovado"
1030,"Aluno 206","Matéria 10","Professor 6","2025-03-13","Difícil","33.72","Reprovado"
1031,"Aluno 207","Matéria 2","Professor 10","2025-03-13","Fácil","47.37","Reprovado"
1032,"Aluno 207","Matéria 3","Professor 3","2025-03-13","Difícil","57.62","Reprovado"
1033,"Aluno 207","Matéria 10","Professor 8","2025-03-13","Fácil","19.07","Reprovado"
1034,"Aluno 207","Matéria 3","Professor 9","2025-03-13","Médio","8.01","Reprovado"
1035,"Aluno 207","Matéria 5","Professor 1","2025-03-13","Fácil","83.83","Aprovado"
1036,"Aluno 208","Matéria 8","Professor 1","2025-03-13","Fácil","66.13","Reprovado"
1037,"Aluno 208","Matéria 7","Professor 5","2025-03-13","Médio","49.33","Reprovado"
1038,"Aluno 208","Matéria 9","Professor 3","2025-03-13","Fácil","73.24","Aprovado"
1039,"Aluno 208","Matéria 6","Professor 8","2025-03-13","Médio","78.91","Aprovado"
1040,"Aluno 208","Matéria 9","Professor 10","2025-03-13","Médio","59.07","Reprovado"
1041,"Aluno 209","Matéria 3","Professor 10","2025-03-13","Fácil","27.79","Reprovado"
1042,"Aluno 209","Matéria 5","Professor 4","2025-03-13","Difícil","96.23","Aprovado"
1043,"Aluno 209","Matéria 6","Professor 3","2025-03-13","Fácil","79.28","Aprovado"
1044,"Aluno 209","Matéria 9","Professor 9","2025-03-13","Difícil","51.55","Reprovado"
1045,"Aluno 209","Matéria 2","Professor 3","2025-03-13","Fácil","27.28","Reprovado"
1046,"Aluno 210","Matéria 4","Professor 1","2025-03-13","Fácil","73.60","Aprovado"
1047,"Aluno 210","Matéria 10","Professor 3","2025-03-13","Fácil","40.94","Reprovado"
1048,"Aluno 210","Matéria 4","Professor 9","2025-03-13","Difícil","39.27","Reprovado"
1049,"Aluno 210","Matéria 10","Professor 3","2025-03-13","Difícil","77.45","Aprovado"
1050,"Aluno 210","Matéria 6","Professor 6","2025-03-13","Médio","0.06","Reprovado"
1051,"Aluno 211","Matéria 8","Professor 10","2025-03-13","Médio","64.60","Reprovado"
1052,"Aluno 211","Matéria 1","Professor 5","2025-03-13","Médio","82.67","Aprovado"
1053,"Aluno 211","Matéria 4","Professor 8","2025-03-13","Médio","17.47","Reprovado"
1054,"Aluno 211","Matéria 5","Professor 3","2025-03-13","Difícil","96.64","Aprovado"
1055,"Aluno 211","Matéria 5","Professor 3","2025-03-13","Médio","79.57","Aprovado"
1056,"Aluno 212","Matéria 8","Professor 3","2025-03-13","Fácil","62.59","Reprovado"
1057,"Aluno 212","Matéria 9","Professor 9","2025-03-13","Difícil","93.46","Aprovado"
1058,"Aluno 212","Matéria 4","Professor 4","2025-03-13","Médio","3.49","Reprovado"
1059,"Aluno 212","Matéria 9","Professor 7","2025-03-13","Difícil","31.85","Reprovado"
1060,"Aluno 212","Matéria 7","Professor 4","2025-03-13","Difícil","36.81","Reprovado"
1061,"Aluno 213","Matéria 5","Professor 7","2025-03-13","Médio","4.59","Reprovado"
1062,"Aluno 213","Matéria 8","Professor 9","2025-03-13","Fácil","0.60","Reprovado"
1063,"Aluno 213","Matéria 8","Professor 6","2025-03-13","Difícil","37.31","Reprovado"
1064,"Aluno 213","Matéria 5","Professor 1","2025-03-13","Fácil","73.27","Aprovado"
1065,"Aluno 213","Matéria 4","Professor 10","2025-03-13","Médio","39.07","Reprovado"
1066,"Aluno 214","Matéria 3","Professor 4","2025-03-13","Difícil","33.45","Reprovado"
1067,"Aluno 214","Matéria 8","Professor 8","2025-03-13","Médio","53.24","Reprovado"
1068,"Aluno 214","Matéria 7","Professor 4","2025-03-13","Difícil","95.92","Aprovado"
1069,"Aluno 214","Matéria 9","Professor 5","2025-03-13","Difícil","65.84","Reprovado"
1070,"Aluno 214","Matéria 8","Professor 7","2025-03-13","Médio","15.22","Reprovado"
1071,"Aluno 215","Matéria 1","Professor 1","2025-03-13","Médio","29.18","Reprovado"
1072,"Aluno 215","Matéria 2","Professor 4","2025-03-13","Difícil","83.07","Aprovado"
1073,"Aluno 215","Matéria 7","Professor 1","2025-03-13","Médio","66.36","Reprovado"
1074,"Aluno 215","Matéria 10","Professor 5","2025-03-13","Médio","43.83","Reprovado"
1075,"Aluno 215","Matéria 5","Professor 5","2025-03-13","Fácil","75.88","Aprovado"
1076,"Aluno 216","Matéria 2","Professor 1","2025-03-13","Difícil","28.92","Reprovado"
1077,"Aluno 216","Matéria 8","Professor 3","2025-03-13","Médio","79.47","Aprovado"
1078,"Aluno 216","Matéria 7","Professor 6","2025-03-13","Difícil","80.00","Aprovado"
1079,"Aluno 216","Matéria 7","Professor 2","2025-03-13","Difícil","67.99","Reprovado"
1080,"Aluno 216","Matéria 1","Professor 10","2025-03-13","Médio","2.48","Reprovado"
1081,"Aluno 217","Matéria 2","Professor 7","2025-03-13","Fácil","50.04","Reprovado"
1082,"Aluno 217","Matéria 10","Professor 9","2025-03-13","Médio","52.56","Reprovado"
1083,"Aluno 217","Matéria 3","Professor 4","2025-03-13","Fácil","8.38","Reprovado"
1084,"Aluno 217","Matéria 5","Professor 9","2025-03-13","Médio","71.01","Aprovado"
1085,"Aluno 217","Matéria 6","Professor 3","2025-03-13","Fácil","45.26","Reprovado"
1086,"Aluno 218","Matéria 2","Professor 6","2025-03-13","Difícil","62.33","Reprovado"
1087,"Aluno 218","Matéria 4","Professor 8","2025-03-13","Difícil","22.67","Reprovado"
1088,"Aluno 218","Matéria 7","Professor 9","2025-03-13","Difícil","83.26","Aprovado"
1089,"Aluno 218","Matéria 7","Professor 6","2025-03-13","Fácil","26.32","Reprovado"
1090,"Aluno 218","Matéria 3","Professor 2","2025-03-13","Fácil","17.09","Reprovado"
1091,"Aluno 219","Matéria 2","Professor 6","2025-03-13","Difícil","68.97","Reprovado"
1092,"Aluno 219","Matéria 4","Professor 2","2025-03-13","Médio","64.24","Reprovado"
1093,"Aluno 219","Matéria 7","Professor 1","2025-03-13","Médio","19.28","Reprovado"
1094,"Aluno 219","Matéria 8","Professor 8","2025-03-13","Fácil","74.96","Aprovado"
1095,"Aluno 219","Matéria 7","Professor 9","2025-03-13","Médio","0.57","Reprovado"
1096,"Aluno 220","Matéria 9","Professor 2","2025-03-13","Médio","62.69","Reprovado"
1097,"Aluno 220","Matéria 4","Professor 10","2025-03-13","Médio","67.49","Reprovado"
1098,"Aluno 220","Matéria 6","Professor 4","2025-03-13","Médio","64.94","Reprovado"
1099,"Aluno 220","Matéria 2","Professor 4","2025-03-13","Fácil","52.75","Reprovado"
1100,"Aluno 220","Matéria 5","Professor 9","2025-03-13","Médio","53.62","Reprovado"
1101,"Aluno 221","Matéria 3","Professor 7","2025-03-13","Difícil","68.60","Reprovado"
1102,"Aluno 221","Matéria 7","Professor 6","2025-03-13","Fácil","40.81","Reprovado"
1103,"Aluno 221","Matéria 1","Professor 1","2025-03-13","Fácil","55.45","Reprovado"
1104,"Aluno 221","Matéria 8","Professor 6","2025-03-13","Fácil","92.46","Aprovado"
1105,"Aluno 221","Matéria 5","Professor 6","2025-03-13","Fácil","28.08","Reprovado"
